BITRATE,VMAF,PSNR,SI,TI,P1204_3_MOS,VCA_E,VCA_H,EVCA_SC,EVCA_TC,COVER_SSC,COVER_TSC,COVER_ASC,COVER_FSC,INFERENCE_TIME_MS,CARS,BICYCLES,MOTORCYCLES,BUSES,TRUCKS,TRAFFIC_LIGHTS,PERSONS,STOPS_SIGNS,LD_PCT,SI_PCT,TI_PCT,VCA_E_PCT,VCA_H_PCT,EVCA_SC_PCT,EVCA_TC_PCT,CARS_PCT,BICYCLES_PCT,MOTORCYCLES_PCT,BUSES_PCT,TRUCKS_PCT,TRAFFIC_LIGHTS_PCT,PERSONS_PCT,STOPS_SIGNS_PCT,filename,filename
5034,98.682671,46.976421,18.93674946333668,9.273945641034098,3.214955742769781,37.127451,46.265262,9.382869,5.921044,-0.096335,-0.341033,-0.100793,-0.538161,9.834804,0.642157,0.0,0.0,0.0,0.0,0.0,0.308824,0.0,0.9202,99.7740834636499,99.59473212275476,97.84265715155068,99.59917291713506,97.9686491769182,97.18947078666422,98.49622906891668,,,,,,88.73258456667213,,./SEQUENCE35,./LEDDARTECH
691,85.472854,40.327266,18.46677100304276,9.01480796916315,2.3829847810409133,33.20098,43.186671,8.25328,4.983794,-0.103433,-0.310368,-0.136369,-0.55017,9.356863,0.441176,0.0,0.0,0.0,0.0,0.0,0.068627,0.0,0.7467,97.2978575298237,96.81180153291967,87.49515562583306,92.97162766838804,86.17435593301745,81.80521904072194,67.66907836511693,,,,,,19.718192501415068,,./SEQUENCE35,./LEDDARTECH
5971,98.946504,47.781871,18.96220027789638,9.291039149455646,3.207679826398776,37.5,46.447093,9.452512,5.98116,-0.094164,-0.20327,-0.084279,-0.381712,9.725,0.647059,0.0,0.0,0.0,0.0,0.0,0.303922,0.0,0.924,99.90817890072654,99.77830268249036,98.82444241009571,99.99061600916156,98.69580743039356,98.1762295788318,99.24811453445837,,,,,,87.32412172199093,,./SEQUENCE35,./LEDDARTECH
790,87.489118,40.858266,18.550942971351645,9.04413004316708,2.5460539877185377,33.455882,43.504299,8.369048,5.063692,-0.100517,-0.28385,-0.115901,-0.500268,9.423529,0.5,0.0,0.0,0.0,0.0,0.0,0.073529,0.0,0.7773,97.74134340936232,97.12669707131744,88.1669035730122,93.65541253694288,87.38311570339403,83.11668444055901,76.69170395161674,,,,,,21.12665534609627,,./SEQUENCE35,./LEDDARTECH
990,90.278649,41.62782,18.662637056420245,9.085357366408182,2.688066622137491,33.965686,43.883398,8.499096,5.144051,-0.101851,-0.237105,-0.108528,-0.447484,9.381863,0.534314,0.0,0.0,0.0,0.0,0.0,0.088235,0.0,0.8015,98.3298380180916,97.56944543035118,89.5103994673705,94.47153126666524,88.74097617103563,84.43571680764589,81.95490221040829,,,,,,25.352043880139867,,./SEQUENCE35,./LEDDARTECH
7952,100.0,,18.979627580578875,9.311682900661417,3.269888813970278,37.946078,46.451452,9.57742,6.092269,-0.095186,-0.241363,-0.093743,-0.430291,11.455392,0.651961,0.0,0.0,0.0,0.0,0.0,0.348039,0.0,1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,100.0,,./SEQUENCE35,./LEDDARTECH
1088,93.926546,41.393051,20.75825033390908,7.5004359373743235,2.730163741469797,54.90184,38.880337,14.194697,1.568776,-0.06151,0.384316,-0.016571,0.306235,9.336503,1.96319,0.254601,0.0,0.0,0.297546,2.509202,0.966258,0.0,0.9095,98.48682338741295,97.6023085050078,92.9814531758724,96.29554401681196,96.03757879461232,51.0890623509079,98.31025878184197,95.40227300830738,0.0,,97.97978800122496,94.4572477020014,96.03661536473732,,./SEQUENCE20,./LEDDARTECH
1563,96.513644,42.796154,20.9020212268526,7.55732864218552,2.9173813542352005,55.97546,39.438763,14.39009,1.945512,-0.060197,0.39903,0.006712,0.345545,9.102761,1.969325,0.248466,0.003067,0.0,0.300613,2.484663,0.960123,0.0,0.9301,99.16893957320966,98.34264671641724,94.79973008168614,97.6786065006359,97.35955633547958,63.35791972368236,98.61747990543498,93.10340951246108,100.0,,98.98972935415784,93.53349329667276,95.42685623698608,,./SEQUENCE20,./LEDDARTECH
2038,97.583701,43.761688,20.969082475946152,7.58829015204845,2.999991716286873,56.699387,39.729052,14.517529,2.185542,-0.058494,0.435476,0.028564,0.405547,9.106442,1.984663,0.248466,0.0,0.0,0.297546,2.53681,0.97546,0.0,0.941,99.48710942323922,98.7455452762682,96.02576885294134,98.39756984648078,98.22177502207828,71.17478308472843,99.38555775281394,93.10340951246108,0.0,,97.97978800122496,95.49653258004504,96.95120436124375,,./SEQUENCE20,./LEDDARTECH
2970,98.348518,44.971075,21.013075153921505,7.620839568035622,3.06554404703948,57.484663,40.038617,14.590863,2.341246,-0.057781,0.480167,0.017778,0.440164,9.144479,1.996933,0.266871,0.0,0.0,0.294479,2.656442,0.96319,0.0,0.9494,99.6958312103072,99.16910707552408,97.35570795196124,99.16427436562022,98.71793353841184,76.24546963544427,100.0,100.0,0.0,,96.96984664829212,100.0,95.73168610574128,,./SEQUENCE20,./LEDDARTECH
3970,98.712414,45.857809,21.03643227198909,7.640843123168446,3.1194179468134458,58.052147,40.250493,14.645647,2.482268,-0.058934,0.447284,0.023717,0.412067,9.116258,1.990798,0.254601,0.0,0.0,0.300613,2.54908,1.006135,0.0,0.9542,99.80664827460492,99.42941103326368,98.31679572195324,99.68903099733627,99.088587643722,80.83801933715421,99.69277887640698,95.40227300830738,0.0,,98.98972935415784,95.95842860487824,100.0,,./SEQUENCE20,./LEDDARTECH
4970,98.856172,46.506962,21.047733633175746,7.655681595916214,3.16560946197368,58.420245,40.37605,14.69162,2.692681,-0.057673,0.482359,0.026382,0.451068,9.105521,1.990798,0.266871,0.0,0.0,0.300613,2.558282,0.990798,0.0,0.9597,99.86026720420271,99.62250236914912,98.94020446291954,100.0,99.3996288452302,87.69036975330131,99.69277887640698,100.0,0.0,,98.98972935415784,96.30483180133427,98.47565187574232,,./SEQUENCE20,./LEDDARTECH
606,87.030857,38.976821,20.365245118699843,7.371280546984371,2.367999266338989,52.619632,37.81559,13.660219,1.186006,-0.067218,0.045691,-0.049939,-0.071466,8.993252,1.960123,0.242331,0.0,0.0,0.300613,2.48773,0.91411,0.0,0.878,96.62222330802102,95.92162429369276,89.11631830444367,93.65846832466276,92.42144151186604,38.623700568182365,98.1566732584418,90.80454601661476,0.0,,98.98972935415784,93.64894848071216,90.8536130837313,,./SEQUENCE20,./LEDDARTECH
5970,98.966087,47.185354,21.06164347436307,7.668972276429848,3.186079287946023,58.739264,40.359192,14.731441,2.867358,-0.058321,0.383232,0.036245,0.361156,9.099387,1.990798,0.254601,0.0,0.0,0.297546,2.579755,0.993865,0.0,0.9653,99.92626197978964,99.79545246305892,99.48049328039292,99.95824752545136,99.66904723613916,93.3789346881738,99.69277887640698,95.40227300830738,0.0,,97.97978800122496,97.11316866696129,98.78048174449752,,./SEQUENCE20,./LEDDARTECH
703,89.050609,39.622788,20.470369046268942,7.407977268962643,2.478614931717737,53.260736,38.078765,13.855794,1.367476,-0.066952,0.137796,-0.027932,0.042912,9.011043,1.960123,0.239264,0.0,0.0,0.285276,2.610429,0.898773,0.0,0.8854,97.120980261124,96.39915450787652,90.20208850006672,94.31027799896223,93.74465041676598,44.53348765366765,98.1566732584418,89.65530162512974,0.0,,93.93936400367492,98.26787108470651,89.32926495947363,,./SEQUENCE20,./LEDDARTECH
896,91.862201,40.602456,20.646660633366373,7.4638935702405,2.625513682767032,54.147239,38.560353,14.036681,1.457394,-0.063245,0.19071,-0.005187,0.122278,9.032209,1.966258,0.239264,0.0,0.0,0.303681,2.56135,0.920245,0.0,0.9028,97.95738979101532,97.12678689262704,91.70346508753208,95.50303459600433,94.9684841847866,47.46177461654122,98.46389438203484,89.65530162512974,0.0,,100.0,96.42032462971146,91.46337221148256,,./SEQUENCE20,./LEDDARTECH
7970,100.0,,21.077185373573613,7.684691122843154,3.229891488937932,59.046012,40.224379,14.780357,3.070669,-0.059927,0.378102,0.05346,0.371635,9.096319,1.993865,0.266871,0.0,0.0,0.297546,2.57362,0.996933,0.0,1.0,100.0,100.0,100.0,99.62435404156672,100.0,100.0,99.8463643998071,100.0,0.0,,97.97978800122496,96.88222065454468,99.08541100349356,,./SEQUENCE20,./LEDDARTECH
986,82.030149,36.645902,22.15618390518592,14.41888999788194,2.2055782658337364,63.433447,84.984193,18.359459,13.335616,-0.06694,-0.118386,-0.17131,-0.356636,14.292491,0.945392,0.0,0.0,0.0,0.255973,0.0,1.201365,0.0,0.8042,94.99923512181226,97.23744434971326,88.834719724324,97.01244161418822,92.83349316738504,93.33470511864893,86.29280105297458,,,0.0,83.3334961112359,,76.02589537433434,,./SEQUENCE04,./LEDDARTECH
1468,92.210195,38.614117,22.64030464954649,14.565961838958964,2.490802235001186,65.709898,86.565713,18.635846,13.511121,-0.062792,0.057483,-0.146614,-0.151924,14.164505,1.095563,0.0,0.0,0.0,0.242321,0.0,1.365188,0.0,0.8588,97.07500325127305,98.22926063822352,92.02275216013275,98.81780224944976,94.23102730366072,94.5630478830063,100.0,,,0.0,78.88900825935077,,86.39309456684417,,./SEQUENCE04,./LEDDARTECH
1968,97.56169,39.992567,22.87041379149148,14.64198044113525,2.6661510430656845,66.986348,87.153476,18.832843,13.638963,-0.06083,0.201162,-0.116382,0.02395,13.507167,1.027304,0.0,0.0,0.0,0.273038,0.0,1.440273,0.0,0.8815,98.06164393690996,98.74191137623076,93.81034346022584,99.4887543607498,95.227130710275,95.45780185400984,93.76950481168129,,,0.0,88.88910592609231,,91.14469325182492,,./SEQUENCE04,./LEDDARTECH
2969,99.947992,41.954215,23.092056496178667,14.719785033532368,2.8526967445677,68.614334,87.485677,19.145393,13.853359,-0.054117,0.366896,-0.079911,0.232867,10.364505,1.068259,0.0,0.0,0.0,0.279863,0.0,1.501706,0.0,0.9099,99.01198301631634,99.2666063925932,96.09023974309883,99.86797347172818,96.8075208671672,96.95833901994337,97.50776541376445,,,0.0,91.11102429622971,,95.0323533971858,,./SEQUENCE04,./LEDDARTECH
3970,99.980218,43.317592,23.19858864731119,14.762429580283746,3.059600343724082,69.631399,87.601334,19.352927,13.991871,-0.053942,0.399238,-0.053854,0.291443,10.005802,1.071672,0.0,0.0,0.0,0.290102,0.0,1.546075,0.0,0.9294,99.46876171596875,99.55419071719552,97.51457798245734,100.0,97.85690397649525,97.92777130379096,97.81929473704388,,,0.0,94.4443901851436,,97.84015365095036,,./SEQUENCE04,./LEDDARTECH
4971,99.982961,44.350039,23.253127464028378,14.788908714215598,3.0173925062049927,70.433447,87.5317,19.491432,14.089166,-0.054837,0.415338,-0.066271,0.29423,10.857338,1.05802,0.0,0.0,0.0,0.300341,0.0,1.56314,0.0,0.9392,99.70260820752856,99.73275947751654,98.63779787125598,99.92051034291327,98.55724612552854,98.60872973379666,96.57317744392608,,,0.0,97.77775607405744,,98.92007682547516,,./SEQUENCE04,./LEDDARTECH
516,59.688582,33.062187,20.789549947200136,13.93827701676273,1.3859938644561722,58.286689,80.192589,17.910985,13.007144,-0.082734,-0.387337,-0.359019,-0.82909,10.81843,0.498294,0.0,0.0,0.006826,0.197952,0.0,0.846416,0.0,0.6646,89.13950849850345,93.9963087274709,81.62699531327439,91.542657329853,90.56581153173607,91.03576090341862,45.48291608971825,,,100.0,64.4444227407241,,53.56368319300343,,./SEQUENCE04,./LEDDARTECH
5971,99.984297,45.255435,23.292470594205817,14.809290798474818,3.153726482574469,70.90785,87.4947,19.612804,14.17341,-0.053914,0.422126,-0.050383,0.317828,11.838225,1.081911,0.0,0.0,0.0,0.307167,0.0,1.580205,0.0,0.9463,99.87130004047908,99.870211235882,99.30217068299012,99.878273543186,99.17095629709252,99.19834545893568,98.7538827068822,,,0.0,100.0,,100.0,,./SEQUENCE04,./LEDDARTECH
609,65.89273,34.05088,21.23818660642604,14.110743765193126,1.618740268777121,59.791809,81.641506,18.042199,13.105811,-0.076969,-0.309687,-0.285533,-0.67219,13.784642,0.59727,0.0,0.0,0.0,0.228669,0.0,0.928328,0.0,0.7059,91.0631312512506,95.15938201918338,83.73482516763299,93.19664698256766,91.22928718058093,91.7263218306335,54.51717518755197,,,0.0,74.44452040746565,,58.7473144307226,,./SEQUENCE04,./LEDDARTECH
795,75.252687,35.526854,21.78436672538056,14.300761017720507,1.9723788613763684,61.883959,83.755648,18.189388,13.219311,-0.073326,-0.123079,-0.24536,-0.441765,10.349829,0.754266,0.0,0.0,0.0,0.232082,0.0,1.102389,0.0,0.7689,93.40499182441886,96.4408115897558,86.66475515979066,95.6100143406492,91.9735394499868,92.52069751083954,68.84734150386605,,,0.0,75.55564237043693,,69.76240424501884,,./SEQUENCE04,./LEDDARTECH
7970,100.0,,23.32248662505153,14.828536572829478,3.169581395206265,71.406143,87.340898,19.776762,14.28795,-0.056077,0.394713,-0.064076,0.274559,11.876451,1.047782,0.0,0.0,0.0,0.296928,0.0,1.542662,0.0,1.0,100.0,100.0,100.0,99.70270315746562,100.0,100.0,95.63868075135798,,,0.0,96.66663411108615,,97.6241690160454,,./SEQUENCE04,./LEDDARTECH
965,92.87141,44.619431,14.195059768554696,5.904106615683386,2.8859401889777754,23.181159,22.989278,7.276136,5.465355,-0.088975,-0.019652,-0.060976,-0.169603,9.099638,0.778986,0.0,0.0,0.0,0.0,0.039855,2.119565,0.0,0.844,99.44353388068224,95.80702259246368,83.93021034183558,90.83251104742143,82.4758992606779,81.66410931910005,92.67244045777916,,,,,100.0,91.54930185809796,,./SEQUENCE32,./LEDDARTECH
1466,94.981258,45.551276,14.245565788621631,5.954866434480851,2.9794045755724823,23.981884,23.403414,7.584661,5.713943,-0.086643,0.026771,-0.053572,-0.113444,9.099638,0.84058,0.0,0.0,0.0,0.0,0.018116,2.152174,0.0,0.8685,99.79735395608836,96.63071149628529,86.82933275741308,92.4687961362848,85.97306820026351,85.3785464613198,100.0,,,,,45.45477355413373,92.9577659459135,,./SEQUENCE32,./LEDDARTECH
1972,96.040048,46.170461,14.255588172993829,5.990523390398489,3.02146647162925,24.550725,23.792182,7.806448,5.89261,-0.086739,0.03907,-0.041272,-0.088941,9.052899,0.811594,0.0,0.0,0.0,0.0,0.003623,2.224638,0.0,0.8878,99.86756579993632,97.20932346987416,88.88889090034546,94.00485018960843,88.48705120846017,88.04821410774271,96.55166670632184,,,,,9.09045289173253,96.0876669443944,,./SEQUENCE32,./LEDDARTECH
2983,97.24314,47.108522,14.260022227746544,6.044860135532479,2.9989557990732933,25.550725,24.434108,8.230787,6.220247,-0.084442,-0.083273,-0.034754,-0.202468,9.100725,0.797101,0.0,0.0,0.0,0.0,0.003623,2.275362,0.0,0.894,99.89862858383576,98.09105581441288,92.50951273128304,96.5411521337855,93.29698612671578,92.94381261597904,94.82750005948272,,,,,9.09045289173253,98.2785630893346,,./SEQUENCE32,./LEDDARTECH
3973,97.727439,47.815635,14.265016718282762,6.076255476588716,3.0153017486878726,26.184783,24.879931,8.366889,6.326011,-0.08115,0.091262,-0.02849,-0.018378,9.092754,0.826087,0.0,0.0,0.0,0.0,0.007246,2.268116,0.0,0.9135,99.93361750230127,98.60051378081934,94.80519696816368,98.302635142199,94.83971908843844,94.5241532998002,98.27583335316092,,,,,18.18090578346506,97.96559026648474,,./SEQUENCE32,./LEDDARTECH
4970,98.162887,48.5857,14.272299669730105,6.108435565601716,3.0262529463075145,26.731884,25.160229,8.537876,6.457685,-0.082086,-0.008525,-0.022821,-0.113433,9.135507,0.833333,0.0,0.0,0.0,0.0,0.01087,2.268116,0.0,0.9171,99.98463824055908,99.12270599647246,96.78604279249149,99.41011538501353,96.77787782913344,96.4916448772884,99.13785719384236,,,,,27.27386777066867,97.96559026648474,,./SEQUENCE32,./LEDDARTECH
465,86.72512,42.660343,13.995133648203284,5.804608442597909,2.615737869458546,21.768116,22.160549,6.856406,5.148209,-0.094234,-0.128692,-0.134173,-0.357098,8.826087,0.641304,0.0,0.0,0.0,0.0,0.028986,1.876812,0.0,0.7375,98.04295084355824,94.19244746074314,78.81411600798202,87.55813522544831,77.71820792606235,76.92526882033732,76.29303576102215,,,,,72.72864132480241,81.06419398268066,,./SEQUENCE32,./LEDDARTECH
5969,98.435684,49.227998,14.274492482926744,6.131659878691434,3.135088820173345,27.123188,25.294391,8.63767,6.539621,-0.082534,-0.042666,-0.024855,-0.150055,9.159058,0.807971,0.0,0.0,0.0,0.0,0.01087,2.304348,0.0,0.9239,100.0,99.49957119111014,98.20280659742468,99.940200381469,97.90905513131966,97.71594420664026,96.1206547859811,,,,,27.27386777066867,99.5305407657252,,./SEQUENCE32,./LEDDARTECH
565,88.799211,43.250388,14.061258475638889,5.832512651493286,2.781068467276911,22.163043,22.383694,6.952844,5.213214,-0.090615,-0.064279,-0.098466,-0.25336,9.073913,0.746377,0.0,0.0,0.0,0.0,0.021739,1.956522,0.0,0.7834,98.50618852093764,94.64525418428072,80.2439973258087,88.43979930718575,78.81134455419866,77.89658274711574,88.79309524376026,,,,,54.54522644586627,84.50706780401146,,./SEQUENCE32,./LEDDARTECH
765,91.308005,44.056923,14.135951866295464,5.875873189865141,2.8411446768355564,22.855072,22.760015,7.125597,5.333062,-0.089985,0.054371,-0.091564,-0.127178,9.083333,0.797101,0.0,0.0,0.0,0.0,0.018116,2.065217,0.0,0.8128,99.02945329371964,95.34887360544406,82.74957263085062,89.92667424905547,80.7695211227757,79.68736855584649,94.82750005948272,,,,,45.45477355413373,89.20187610923728,,./SEQUENCE32,./LEDDARTECH
7965,100.0,,14.26440074923294,6.162498798024239,3.2068133435523727,27.619565,25.309526,8.822136,6.692481,-0.084515,-0.088923,-0.032419,-0.205856,9.126087,0.836957,0.0,0.0,0.0,0.0,0.007246,2.315217,0.0,1.0,99.92930232927108,100.0,100.0,100.0,100.0,100.0,99.56898807965928,,,,,18.18090578346506,100.0,,./SEQUENCE32,./LEDDARTECH
1052,79.075136,36.808384,19.01251778239149,14.01986122716434,2.133024223504973,53.292419,92.813735,15.144519,12.095519,-0.070494,-0.318152,-0.30306,-0.691706,9.109747,1.34296,0.01083,0.01444,0.0,0.025271,0.046931,0.880866,0.0,0.6439,94.03395482662305,96.89465401510034,85.79565368869227,94.98574068728696,87.76098421984787,89.37812930106863,90.95354390755648,12.499567189501748,66.66358893864549,,77.7784617278631,28.888615308854764,66.30430855387951,,./SEQUENCE26,./LEDDARTECH
1525,89.624655,38.689116,19.444600498647485,14.173133192718035,2.483955269673015,55.490975,94.939169,15.543898,12.374036,-0.065803,0.000924,-0.224161,-0.28904,9.098917,1.379061,0.032491,0.018051,0.0,0.021661,0.072202,1.032491,0.0,0.6616,96.1709914404381,97.95395366378476,89.33511676300301,97.1609136050878,90.07534587879118,91.43619133532658,93.39852654933784,37.49985572983391,83.33410276533864,,66.66769259179465,44.44430765442738,77.71738475897992,,./SEQUENCE26,./LEDDARTECH
2017,95.728133,40.050943,19.6919033241066,14.255871380064088,2.5702422595514416,56.866426,95.9271,15.859383,12.576704,-0.061408,0.012546,-0.189532,-0.238394,9.148736,1.418773,0.057762,0.018051,0.0,0.021661,0.119134,1.129964,0.0,0.7132,97.39412574510428,98.5257773007548,91.54946018888064,98.17196393921054,91.90355013582956,92.9337778968614,96.0880684088548,66.66666666666667,83.33410276533864,,66.66769259179465,73.33353851835895,85.05434618974498,,./SEQUENCE26,./LEDDARTECH
3011,99.613481,42.064089,19.95923490701246,14.34569978654346,2.838644760384839,58.761733,96.951768,16.287068,12.859447,-0.058103,0.142205,-0.182734,-0.098632,9.098195,1.436823,0.064982,0.018051,0.0,0.018051,0.129964,1.216606,0.0,0.7905,98.71632022131304,99.14660315812364,94.60072162637992,99.22061098416096,94.3819422548573,95.02306736124667,97.310525866658,74.99971145966782,83.33410276533864,,55.556923455726206,80.0,91.57603950260442,,./SEQUENCE26,./LEDDARTECH
4000,99.960087,43.482399,20.09603705759975,14.395997016430586,2.9772604242604483,60.093863,97.525735,16.624236,13.088648,-0.056268,0.142076,-0.148311,-0.062503,9.166426,1.454874,0.075812,0.018051,0.0,0.018051,0.151625,1.299639,0.0,0.842,99.3929295686781,99.4942194867638,96.74532242125692,99.80800982793188,96.33579734444037,96.71671577880812,98.53305105063616,87.49927864916958,83.33410276533864,,55.556923455726206,93.33353851835894,97.82607713846988,,./SEQUENCE26,./LEDDARTECH
4985,99.976557,44.634873,20.16421810297862,14.427063950829302,3.0689740507783334,60.942238,97.684995,16.841331,13.242524,-0.05362,0.311272,-0.145719,0.111933,9.092058,1.462094,0.072202,0.018051,0.0,0.028881,0.155235,1.303249,0.0,0.8496,99.73014599706332,99.70893058918476,98.11112433199668,99.97099679383577,97.59384131858096,97.85376074763758,99.02203403375744,83.332756252669,83.33410276533864,,88.88923086393156,95.55569234557262,98.09780808719478,,./SEQUENCE26,./LEDDARTECH
552,58.301906,33.508755,17.93683278873138,13.559846727949198,1.5354119283211372,48.866426,86.466691,14.612367,11.696473,-0.089276,-0.539154,-0.463986,-1.092415,9.093141,1.169675,0.00722,0.01083,0.0,0.032491,0.018051,0.501805,0.0,0.5331,88.71372763424179,93.71538247873036,78.67023191610251,88.49016462287364,84.67721620618164,86.42943524461067,79.21761368177096,8.333044793001164,49.99769170398412,,100.0,11.111384691145242,37.771730948724894,,./SEQUENCE26,./LEDDARTECH
5982,99.978998,45.649488,20.205544033989508,14.44814531419719,3.1353013864418573,61.559567,97.713335,17.008507,13.355824,-0.055746,0.249502,-0.127494,0.066262,9.096751,1.469314,0.086643,0.021661,0.0,0.028881,0.162455,1.31769,0.0,0.8646,99.93453979562928,99.8546289935128,99.1049644707974,100.0,98.56260964314365,98.6909750953486,99.51101701687872,100.0,100.0,,88.88923086393156,100.0,99.18480715382532,,./SEQUENCE26,./LEDDARTECH
654,63.777714,34.398119,18.267086005117584,13.71618105641517,1.7012724777413264,50.151625,88.607447,14.76401,11.815416,-0.083318,-0.469751,-0.363078,-0.916147,9.133213,1.223827,0.00361,0.01083,0.0,0.01444,0.028881,0.548736,0.0,0.5717,90.34712602925968,94.79584685865184,80.73927832822079,90.68101810259571,85.55597233769366,87.30834774381448,82.88512150753047,4.166522396500582,49.99769170398412,,44.4430765442738,17.77784617278631,41.30430855387951,,./SEQUENCE26,./LEDDARTECH
854,72.321754,35.740495,18.69967388894108,13.902587027386684,1.957536846568165,51.978339,91.287871,14.95754,11.950729,-0.075823,-0.312626,-0.365897,-0.754346,9.097473,1.299639,0.01444,0.01444,0.0,0.021661,0.050542,0.646209,0.0,0.5929,92.48666114983573,96.08414363784092,83.68011165260573,93.42416876877654,86.67745947611431,88.30822404594882,88.01957828265384,16.66608958600233,66.66358893864549,,66.66769259179465,31.11138469114524,48.641269984644566,,./SEQUENCE26,./LEDDARTECH
7969,100.0,,20.21877928823285,14.469179305784449,3.222585449867512,62.115523,97.411208,17.256551,13.532974,-0.053985,0.309004,-0.15149,0.103529,9.0787,1.476534,0.086643,0.018051,0.0,0.025271,0.162455,1.32852,0.0,1.0,100.0,100.0,100.0,99.69080269340924,100.0,100.0,100.0,100.0,83.33410276533864,,77.7784617278631,100.0,100.0,,./SEQUENCE26,./LEDDARTECH
990,83.287346,37.462999,28.53249981323818,1.7933276903199775,3.162801318181277,104.199336,5.604433,28.661246,2.019472,-0.070424,0.300552,-0.072201,0.157927,13.876412,4.684385,0.0,0.0,0.186047,0.003322,1.0,0.0,0.0,0.923,99.4544409970144,91.37271212651616,93.58477068976,70.00355736488196,89.34230370866972,51.2522784041045,96.9072094569029,,,82.35301929052648,49.99247554552294,97.09680551509857,0.0,,./Ingolstadt/SEQUENCE_C_03,./A2D2_CITIES
1535,87.62132,38.916689,28.6525774497642,1.826325210792953,3.388629117355132,106.694352,6.006063,29.485569,2.110877,-0.068865,0.462968,-0.026523,0.367579,8.807973,4.727575,0.0,0.0,0.196013,0.0,1.0,0.0,0.0,0.9373,99.87299017059212,93.0539848550536,95.82562470275757,75.02021627479444,91.91186805419892,53.57205035812376,97.80069331368315,,,86.76443248315731,0.0,97.09680551509857,0.0,,./Ingolstadt/SEQUENCE_C_03,./A2D2_CITIES
2055,89.455421,39.666156,28.689015319179887,1.8435329935100224,3.4830100487955886,108.55814,6.338881,31.003567,2.24098,-0.068181,0.282249,-0.003186,0.210882,8.855482,4.684385,0.0,0.0,0.215947,0.0,1.0,0.0,0.0,0.95,100.0,93.93074696887668,97.49955257303044,79.17736186919538,96.64374322616992,56.873940741951415,96.9072094569029,,,95.58814416105244,0.0,97.09680551509857,0.0,,./Ingolstadt/SEQUENCE_C_03,./A2D2_CITIES
3026,91.307022,40.722264,28.65080450276329,1.873531742089097,3.635522162557902,109.644518,6.740725,31.881067,2.800155,-0.065039,0.302418,0.022548,0.259927,8.877409,4.790698,0.0,0.0,0.212625,0.006645,1.003322,0.0,0.0,0.9542,99.86681028961264,95.45922781087071,98.47526355080863,84.19669379906833,99.3790699284479,71.06527034524136,99.10653683050516,,,94.11767309684215,100.0,97.41936110301972,0.0,,./Ingolstadt/SEQUENCE_C_03,./A2D2_CITIES
3959,92.563446,41.503706,28.608668503448342,1.896516615696341,3.712931427358374,110.056478,7.09308,31.586342,3.157072,-0.063606,0.431996,0.039012,0.407402,8.821262,4.760797,0.0,0.0,0.222591,0.0,1.0299,0.0299,0.0,0.9608,99.71993874715584,96.63034129487896,98.84525805953903,88.59787112696269,98.4603586323466,80.12348429975906,98.48796630951448,,,98.529086289473,0.0,100.0,100.0,,./Ingolstadt/SEQUENCE_C_03,./A2D2_CITIES
4921,93.299955,42.083376,28.57783741913793,1.91703838499129,3.762973880282087,110.48505,7.416145,31.480088,3.341549,-0.063437,0.400171,0.045628,0.382361,8.818605,4.800664,0.0,0.0,0.20598,0.003322,1.0,0.013289,0.0,0.9606,99.6124722343899,97.67595595205276,99.23017233907008,92.63319446120286,98.1291456369918,84.80533508211899,99.3127063168833,,,91.17628832210488,49.99247554552294,97.09680551509857,44.44481605351171,,./Ingolstadt/SEQUENCE_C_03,./A2D2_CITIES
450,69.125388,34.448322,27.41952872330326,1.6961765574735046,2.487540248583766,97.504983,5.048566,25.817939,1.446102,-0.075822,-0.099161,-0.180521,-0.355503,8.837542,4.833887,0.0,0.0,0.13289,0.0,1.0,0.0,0.0,0.8735,95.5750081285365,86.42271746449104,87.57235722849468,63.06036303608102,80.47919993673368,36.70069320333846,100.0,,,58.8232690315784,0.0,97.09680551509857,0.0,,./Ingolstadt/SEQUENCE_C_03,./A2D2_CITIES
5904,93.824801,42.501322,28.55909796502105,1.9339382948286008,3.798836714596833,110.833887,7.6365,31.602469,3.572895,-0.062527,0.445199,0.050002,0.432675,8.811628,4.817276,0.0,0.0,0.225914,0.0,1.0,0.0,0.0,0.9656,99.54715296878112,98.53703148490928,99.54347405390158,95.38559312189496,98.51062941722142,90.67667650189404,99.65636350208436,,,100.0,0.0,97.09680551509857,0.0,,./Ingolstadt/SEQUENCE_C_03,./A2D2_CITIES
557,73.63456,35.269811,27.847142962629405,1.7237594010706825,2.6890775608866337,99.551495,5.169186,26.730085,1.567732,-0.07572,-0.059367,-0.158156,-0.293243,8.811296,4.681063,0.0,0.0,0.152824,0.003322,1.0,0.0,0.0,0.8745,97.0655236954485,87.82810435571,89.41039539251756,64.56699699697448,83.32252450673487,39.78754690682691,96.83848629477686,,,67.64698070947351,49.99247554552294,97.09680551509857,0.0,,./Ingolstadt/SEQUENCE_C_03,./A2D2_CITIES
