BITRATE,VMAF,PSNR,SI,TI,P1204_3_MOS,VCA_E,VCA_H,EVCA_SC,EVCA_TC,COVER_SSC,COVER_TSC,COVER_ASC,COVER_FSC,INFERENCE_TIME_MS,CARS,BICYCLES,MOTORCYCLES,BUSES,TRUCKS,TRAFFIC_LIGHTS,PERSONS,STOPS_SIGNS,LD_PCT,SI_PCT,TI_PCT,VCA_E_PCT,VCA_H_PCT,EVCA_SC_PCT,EVCA_TC_PCT,CARS_PCT,BICYCLES_PCT,MOTORCYCLES_PCT,BUSES_PCT,TRUCKS_PCT,TRAFFIC_LIGHTS_PCT,PERSONS_PCT,STOPS_SIGNS_PCT,filename
879,47.107066,31.826635,20.01072006830384,13.04249538196462,1.6063796320410804,46.386139,73.229125,13.411654,9.276358,-0.07401,-0.276681,-0.43242,-0.783111,7.768317,0.29703,0.039604,0.0,0.0,0.0,0.0,0.0,0.0,0.6011,82.9998375631563,92.70079670648752,79.92152909933708,85.90002661137905,87.1224194465479,85.46641477343661,62.5,33.33333333333333,,0.0,0.0,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_02
7903,100.0,,24.109348470805458,14.069453386965188,3.540910987076078,58.039604,85.249246,15.394033,10.853805,-0.048836,0.738154,-0.188492,0.500826,7.782178,0.465347,0.0,0.0,0.009901,0.0,0.0,0.0,0.0,1.0,100.0,100.0,100.0,100.0,100.0,100.0,97.91666666666666,0.0,,100.0,0.0,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_02
1324,60.045957,32.564095,22.380566150768573,17.764689718182503,1.9515673054925144,52.940594,112.627117,13.658798,7.860632,-0.061902,0.022413,-0.331055,-0.370545,8.060396,1.079208,0.0,0.0,0.0,0.089109,0.0,0.0,0.0,0.5517,89.24932505906463,97.29354558490736,84.65801193459889,90.2800609998782,88.29982536300176,84.03634525598449,63.37210872769338,,,,89.99999999999999,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_03
1790,71.031807,34.251028,23.216596275583942,17.937859448154853,2.351470448877645,55.425743,117.65638,14.025579,8.199309,-0.052124,0.114606,-0.259814,-0.197332,7.622772,1.366337,0.0,0.0,0.0,0.029703,0.0,0.0,0.0,0.6815,92.58324985194815,98.2419605183664,88.63204693883885,94.3114362363093,90.67094896014896,87.6570690479469,80.23259364521981,,,,30.0,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_03
2261,78.729332,35.505496,23.72553870302128,18.030151035150023,2.6021912593611445,57.059406,120.144251,14.289,8.39813,-0.050333,0.375077,-0.225317,0.099427,7.974257,1.50495,0.0,0.0,0.0,0.029703,0.0,0.0,0.0,0.7412,94.61281281459664,98.74742252580174,91.24445929203443,96.3056730739603,92.37388272466816,89.78262208237723,88.37207936722315,,,,30.0,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_03
3184,87.729137,37.13904,24.233000876028186,18.11724894042783,2.934685817556587,58.930693,122.382371,14.611201,8.684077,-0.045766,0.319092,-0.188913,0.084414,7.70396,1.584158,0.0,0.0,0.0,0.009901,0.0,0.0,0.0,0.812,96.63647281179102,99.2244398085085,94.23685936180055,98.09971358131918,94.45681066838506,92.83962065665384,93.02324762033388,,,,10.0,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_03
4152,93.301383,38.43086,24.54642253125513,18.169204164298325,3.1484874052504104,60.19802,123.570217,14.853169,8.88552,-0.044951,0.453935,-0.172517,0.236467,8.076238,1.643564,0.0,0.0,0.0,0.009901,0.0,0.0,0.0,0.8697,97.88633713602032,99.50898786548042,96.26345891772998,99.05187157128586,96.02105754746144,94.99320493555166,96.51162381016694,,,,10.0,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_03
5099,96.204074,39.354059,24.724904535938805,18.20008383511351,3.2781930968311483,60.970297,123.921116,15.055022,9.021893,-0.04417,0.585961,-0.157792,0.383998,7.727723,1.70297,0.0,0.0,0.0,0.019802,0.0,0.0,0.0,0.8814,98.59808849860414,99.67810946049649,97.49841739747082,99.3331464895171,97.32597359124496,96.45113968069612,100.0,,,,20.0,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_03
795,41.074334,29.381744,20.29164433332884,17.18546871608692,1.2812578259594305,47.910891,96.717906,13.150951,7.358988,-0.080186,-0.281437,-0.507735,-0.869358,7.689109,0.29703,0.0,0.0,0.0,0.09901,0.0,0.0,0.0,0.321,80.91911298794379,94.12127149145992,76.6149465960897,77.52749680576912,85.01675452388953,78.67337591972844,17.44188094916528,,,,100.0,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_03
6120,98.106299,40.209857,24.85299569833288,18.22224841618265,3.3972252462281114,61.574257,124.142439,15.244494,9.15824,-0.044993,0.551782,-0.151544,0.355244,7.742574,1.673267,0.0,0.0,0.0,0.009901,0.0,0.0,0.0,0.9038,99.10889102757903,99.7995003045152,98.46421791130751,99.51055539842734,98.55085037111816,97.90879646536912,98.25581190508346,,,,10.0,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_03
908,45.822161,30.296785,20.85560978242334,17.397382332760746,1.3532737691986645,49.405941,101.739912,13.279174,7.475724,-0.078298,-0.340909,-0.454891,-0.874097,7.655446,0.425743,0.0,0.0,0.0,0.089109,0.0,0.0,0.0,0.3494,83.16809701047657,95.28187871010526,79.00570104706586,81.55305494929999,85.84567581751436,79.9213756734127,25.00002936047024,,,,89.99999999999999,,,,./DRIVE000/SEQUENCE_B/SEQUENCE_B_03
